Language,Korean,English,ChineseSimplified,ChineseTraditional
evolution_desc,Evolution을 통해 더 강해질 수 있습니다.\n능력치가 2배로 증가하고 Level이 1로 초기화됩니다.\n- 몸에서 힘이 넘쳐흐른다! 난 더 강해질거야! -,The rating has gone up. Your stats has increased a lot!\nYou can develop all skills from the beginning from Lv.1.,等级上升了.能力值暴涨！\n将所有技能都从等级一开始培养吧！,等級上升了.能力值暴漲！\n將所有技能都從等級一開始培養吧！
evolution_success,Evolution 성공!,Evolution Complete!,进化完成！,進化完成！
weapon_name_0,장도리,hammer,锤子,錘子
weapon_name_1,도끼,ax,斧头,斧頭
weapon_name_2,화살,arrow,弓箭,弓箭
weapon_name_3,야구공,baseball,棒球,棒球
weapon_name_4,불 화살,Fire arrow,火焰箭,火焰箭
weapon_name_5,당근 호출기,carrot,胡萝卜,胡蘿蔔
weapon_name_6,수리검,shuriken,手里剑,手裏劍
weapon_name_7,표창,dagger,飞镖,飛鏢
weapon_name_8,수류탄,hand grenade,手榴弹,手榴彈
weapon_name_9,포크,fork,叉子,叉子
weapon_name_10,북유렵 망치,thor hammer,雷神之锤,雷神之錘
weapon_name_11,토마토,Tomato,番茄,番茄
weapon_name_12,폭탄,bomb,炸弹,炸彈
weapon_name_13,미사일,missile,导弹,導彈
weapon_name_14,빠루,claw hammer,法鲁,法魯
weapon_name_15,기사의 검,sword,剑,劍
weapon_name_16,축구공,football,足球,足球
weapon_name_17,TNT,TNT,TNT,TNT
weapon_name_18,뼈,bone,骨,骨
weapon_name_19,방패,Tricolor Shield,三色盾,三色盾
weapon_name_20,몽키 스패너,spanner,扳手,扳手
weapon_name_21,손 망치,Hand Hammer,手锤,手錘
weapon_name_22,곡괭이,pickax,挑,挑
weapon_name_23,총알,bullet,子弹,子彈
weapon_name_24,농구공,Basketball,篮球,籃球
weapon_name_25,럭비공,rugby ball,橄榄球,橄欖球
weapon_name_26,권총,Pistol,手枪,手槍
weapon_name_27,샷건,rifle,步枪,步槍
weapon_name_28,도넛,donut,甜甜圈,甜甜圈
weapon_name_29,피자,pizza,比萨,比薩
weapon_name_30,콜라,cola,可乐,可樂
weapon_name_31,후라이팬,frying pan,平底锅,平底鍋
weapon_name_32,불덩이,Fireball,火球,火球
weapon_desc_0,가장 자주쓰는 작업도구입니다.\n가장 처음 쓰는 무기이기도 하죠.\n- 공격 타입. 근거리 -,This is the most frequently used work tool.\n And it's my first time using this weapon too.\n- Attack type. Close range -,这是他经常使用的道具.\n也是第一次使用的武器\n- 攻击类型 近距离 -,這是他經常使用的道具.\n也是第一次使用的武器\n- 攻擊類型 近距離 -
weapon_desc_1,새로운 무기를 획득하셨군요?\n무기 5단계마다 새로운 무기를 사용합니다.\n- 공격 타입. 근거리 -,You've acquired a new weapon. haven't you?\n Use a new weapon every five stages of your weapon.\n- Attack type. Close range -,看来获得了新的武器呢。\n- 每过五个等级使用新武器吧！\n- 攻击类型. 近距离 -,看來獲得了新的武器呢。\n- 每過五個等級使用新武器吧！\n- 攻擊類型. 近距離 -
weapon_desc_2,활도 없는데 어떻게 화살을 발사하냐고요?\n다 방법이 있습니다. 바로 손으로 던지면 됩니다.\n- 공격 타입. 원거리 -,How do I fire an arrow when I don't have a bow?\n There is a way. You can just throw it with your hands.\n- Attack type. Long range -,没有弓怎么射箭？\n我自有办法. 那就是用手直接投掷就可以了.\n- 攻击类型. 远距离 -,沒有弓怎麼射箭？\n我自有辦法. 那就是用手直接投擲就可以了.\n- 攻擊類型. 遠距離 -
weapon_desc_3,이 야구공에 대해서 이야기하자면\n제가 LA에서 있었을 때의 이야기부터 하....\n- 공격 타입. 원거리 -,This is a ball autographed by a baseball player who played in LA.\n Hold it tight and throw it hard like a fastball.\n- Attack type. Long range -,这是活跃在LA的棒球选手的签名棒球.\n 紧紧的握住然后超强速的投掷就可以了.\n- 攻击类型. 远距离 -,這是活躍在LA的棒球選手的簽名棒球.\n 緊緊的握住然後超強速的投擲就可以了.\n- 攻擊類型. 遠距離 -
weapon_desc_4,사실 불이 아니라 붉은 전구가 달려있습니다.\n이것도 손으로 던지면 됩니다. 활은 없어요.\n- 공격 타입. 기계 -,Actually. this is not fire. but a red lightbulb.\n You can throw this with your hands too. There's no bow.\n- Attack type. Machine -,其实这不是灯.而是红色的灯泡.\n这也是用手投掷就可以了.没有弓哦.\n- 攻击类型. 机械 -,其實這不是燈.而是紅色的燈泡.\n這也是用手投擲就可以了.沒有弓哦.\n- 攻擊類型. 機械 -
weapon_desc_5,우사기의 고향친구에게 받은 호출기입니다.\n호출기를 누르면 달에서 당근을 투척해줍니다.\n- 공격 타입. 마법 -,This is a pager from Usagi's hometown friend.\n If you press it. carrots will come from the moon.\n- Attack type. Magic -,这是从兔兔的老乡那得到的传呼机.\n只要按住传呼机.从月亮上就会投射胡萝卜.\n- 攻击类型. 魔法 -,這是從兔兔的老鄉那得到的傳呼機.\n只要按住傳呼機.從月亮上就會投射胡蘿蔔.\n- 攻擊類型. 魔法 -
weapon_desc_6,섬나라 닌자가 사용하는 무기입니다.\n마법의 힘이 담겨 빙글빙글 돌아갑니다.\n- 공격 타입. 마법 -,This is a weapon used by the island ninja.\n It's full and spinning with magic powers.\n- Attack type. Magic -,这是岛国忍者使用的武器。\n充满了魔法的力量.会来回旋转。\n- 攻击类型. 魔法 -,這是島國忍者使用的武器。\n充滿了魔法的力量.會來回旋轉。\n- 攻擊類型. 魔法 -
weapon_desc_7,사실 이건 진짜 표창이 아닙니다.\n드래콩이 모아둔 장난감 중 하나입니다.\n- 공격 타입. 원거리 -,This is not a real dagger. actually.\n It's one of the toys that Dracong has collected.\n- Attack type. Long range -,其实这并不是真正的飞镖.\n这只是龙龙空收集的玩具之一。.\n- 攻击类型. 远距离 -,其實這並不是真正的飛鏢.\n這只是龍龍空收集的玩具之一。.\n- 攻擊類型. 遠距離 -
weapon_desc_8,강철 민달팽이에서 사용하는 무기입니다.\n1명 당 10개씩 지급되는 귀중품입니다.\n- 공격 타입. 기계 -,This is a weapon used in steel slugs.\n It's a valuable item that is given 10 times per person.\n- Attack type. Machine -,钢铁蜗牛使用的武器.\n只发十个很珍贵哦.\n- 攻击类型. 机械 -,鋼鐵蝸牛使用的武器.\n只發十個很珍貴哦.\n- 攻擊類型. 機械 -
weapon_desc_9,하늘에서 포크가 내리면?\n정답은 포크레인 입니다.\n- 공격 타입. 마법 -,What do you call a fork falling from the sky?\n A fork-rain.\n- Attack type. Magic -,饭店中儿童使用的叉子\n和一般的叉子不一样.它不太锋利很安全.\n- 攻击类型. 魔法 -,飯店中兒童使用的叉子\n和一般的叉子不一樣.它不太鋒利很安全.\n- 攻擊類型. 魔法 -
weapon_desc_10,북유럽에서 사용하는 대장장이 망치입니다.\n천둥의 신과 아무런 연관성이 없습니다.\n- 공격 타입. 근거리 -,This is a blacksmith hammer used in Northern Europe.\n There is no connection to the thunder god.\n- Attack type. Close range -,这是北欧的铁匠之锤。.\n他和雷神可没关系.\n- 攻击类型. 近距离 -,這是北歐的鐵匠之錘。.\n他和雷神可沒關係.\n- 攻擊類型. 近距離 -
weapon_desc_11,스페인에서 8월 25일에 토마티나 축제가 있습니다.\n이 토마토는 거기서 살짝 가져왔습니다.\n- 공격 타입. 원거리 -,There is a festival called La Tomatina in Spain on August 25th.\n I got this tomato from there.\n- Attack type. Long range -,西班牙8月25日有一个番茄节.\n这个番茄就是从那边悄悄带回来的.\n- 攻击类型. 远距离 -,西班牙8月25日有一個番茄節.\n這個番茄就是從那邊悄悄帶回來的.\n- 攻擊類型. 遠距離 -
weapon_desc_12,사실 폭탄 모양을 한 라이터입니다.\n해골 문양은 샥크스가 그렸습니다.\n- 공격 타입. 기계 -,This is actually a lighter shaped like a bomb.\n The skull pattern was drawn by Sharks.\n- Attack type. Machine -,其实这只是个炸弹形状的打火机.\n骷髅的团是鲨克斯画的.\n- 攻击类型. 机械 -,其實這只是個炸彈形狀的打火機.\n骷髏的團是鯊克斯畫的.\n- 攻擊類型. 機械 -
weapon_desc_13,우사기 집에서 가져온 미사일입니다.\n정말 폭발하는 물건이니 조심하세요.\n- 공격 타입. 기계 -,This is a missile from Usagi's house.\n It's really explosive. so be careful.\n- Attack type. Machine -,兔兔从家里带出来的导弹。.\n这真的是易燃物要小心.\n- 攻击类型. 机械 -,兔兔從家裏帶出來的導彈。.\n這真的是易燃物要小心.\n- 攻擊類型. 機械 -
weapon_desc_14,전차도 헬기도 외계인도 모두 부시는 보구입니다.\n집 근처 철물점에서 3000원 주고 사왔습니다.\n- 공격 타입. 근거리 -,This is a tool that can destruct trams. helicopters. aliens and all.\n I bought it at a hardware store near my house for 3.000 won.\n- Attack type. Close range -,坦克,直升飞机还有外星人这些都是宝物.\n我在家附近的五金店花3000韩币买回来的.\n- 攻击类型. 近距离 -
weapon_desc_15,기사 작위를 받을 때 하사받은 검입니다.\n월링턴집 장식대에 있던 물건입니다.\n- 공격 타입. 근거리 -,This is the sword that was given when I was knighted.\n It was on the display shelf at Wallington's house.\n- Attack type. Close range -,这是被授以骑士爵位时被赐予的剑。\n威灵顿家装饰台上放着。\n- 攻击类型. 近距离 -,這是被授以騎士爵位時被賜予的劍。\n威靈頓家裝飾臺上放著。\n- 攻擊類型. 近距離 -
weapon_desc_16,닌자의 신비한 비술이 담긴 축구공입니다.\n마법의 힘이 담겨 빙글빙글 돌아갑니다.\n- 공격 타입. 마법 -,This is a soccer ball containing the mysterious secrets of the Ninja.\n It's full and spinning with magic powers.\n- Attack type. Magic -,这是蕴含忍者神秘秘术力量的足球。\n包含魔法的力量会来来回回的转。\n- 攻击类型. 魔法 -,這是蘊含忍者神秘秘術力量的足球。\n包含魔法的力量會來來回回的轉。\n- 攻擊類型. 魔法 -
weapon_desc_17,TNT는 폭발성의 화학 물질.\nTrinitrotoluene의 약자입니다.\n- 공격 타입. 기계 -,TNT is an explosive chemical.\n It is the abbreviation of Trinitrotoluene.\n- Attack type. Machine -,TNT是易燃的化学物品。\n是单词Trinitrotoluene的缩写。\n- 攻击类型. 机械 -,TNT是易燃的化學物品。\n是單詞Trinitrotoluene的縮寫。\n- 攻擊類型. 機械 -
weapon_desc_18,슈퍼 판타지 월드의 해골 뼈입니다.\n안정적인 그립감으로 유명합니다.\n- 공격 타입. 마법 -,This is a skeleton bone of the Super Fantasy World.\n It is famous for its stable grip.\n- Attack type. Magic -,超级幻想世界的骸骨。.\n它以稳定的手感出名.\n- 攻击类型. 魔法 -,超級幻想世界的骸骨。.\n它以穩定的手感出名.\n- 攻擊類型. 魔法 -
weapon_desc_19,최강의 창을 막아내는 최강의 방패입니다.\n물론 최강의 창은 최강의 방패를 뚫습니다.\n- 공격 타입. 원거리 -,This is strongest shield that blocks the strongest spear.\n Of course. the strongest spear pierces the strongest shield.\n- Attack type. Long range -,能够抵挡最强之矛的最强盾。.\n当然最强的矛会穿透最强的盾牌。.\n- 攻击类型. 远距离 -,能夠抵擋最強之矛的最強盾。.\n當然最強的矛會穿透最強的盾牌。.\n- 攻擊類型. 遠距離 -
weapon_desc_20,원숭이도 쓸 수 있는 쉬운 스패너입니다.\n나사를 조일 때 사용하는 필수적인 물건입니다.\n- 공격 타입. 근거리 -,This is an easy spanner that even monkeys can use.\n This is a necessity when tightening the screw.\n- Attack type. Close range -,连猴子都会使用的简单的扳手。\n是拧螺丝时使用的必需品。\n- 攻击类型. 近距离 -,連猴子都會使用的簡單的扳手。\n是擰螺絲時使用的必需品。\n- 攻擊類型. 近距離 -
weapon_desc_21,원격 추적장치가 달린 망치입니다.\n손을 놓으면 적을 향해 달려 나갑니다.\n- 공격 타입. 기계 -,This is a hammer with a remote tracking device.\n It runs towards the enemy when you release your hand.\n- Attack type. Machine -,这是带远程跟踪装置的锤子.\n一松手就会飞往敌人。\n- 攻击类型. 机械 -,這是帶遠程跟蹤裝置的錘子.\n一鬆手就會飛往敵人。\n- 攻擊類型. 機械 -
weapon_desc_22,광물을 채광하는데 주로 사용합니다.\n곡괭이와 관련된 전설적인 이야기가 전해집니다.\n- 공격 타입. 근거리 -,This is mainly used for mining minerals.\n There is legendary story they tell about the pickaxe.\n- Attack type. Close range -,用于采矿。\n一直流传着有关锹的传说。\n- 攻击类型. 近距离 -,用於採礦。\n一直流傳著有關鍬的傳說。\n- 攻擊類型. 近距離 -
weapon_desc_23,총이 없다고요? 손으로 던지세요.\n하늘에서 정의가 빗발칩니다.\n- 공격 타입. 마법 -,You don't have a gun? Throw it with your hands.\n The sky is raining justice.\n- Attack type. Magic -,没有枪? 请用手扔。\n 漫天飞舞的是正义。\n- 攻击类型. 魔法 -,沒有槍? 請用手扔。\n 漫天飛舞的是正義。\n- 攻擊類型. 魔法 -
weapon_desc_24,농구할 때 중요한건 오른손입니다.\n왼손은 거들 뿐 입니다.\n- 공격 타입. 마법 -,The right hand is important when playing basketball.\n The left hand only assists.\n- Attack type. Magic -,打篮球时最重要的右手。\n左手只是辅助。.\n- 攻击类型. 魔法 -,打籃球時最重要的右手。\n左手只是輔助。.\n- 攻擊類型. 魔法 -
weapon_desc_25,월링턴이 대학시절에 사용하던 물건입니다.\n그는 당시 꽤 유명한 플레이어였습니다.\n- 공격 타입. 근거리 -,Wallington used this in his college days.\n He was a pretty famous player at that time.\n- Attack type. Close range -,威灵顿大学时期使用的物品。\n他当时时颇有名气的选手。\n- 攻击类型. 近距离 -,威靈頓大學時期使用的物品。\n他當時時頗有名氣的選手。\n- 攻擊類型. 近距離 -
weapon_desc_26,권총? 이제 권총을 던지시면 됩니다.\n독수리처럼 적을 향해 날라갑니다.\n- 공격 타입. 원거리 -,A pistol? You can throw pistols now.\n Like an eagle. it flies toward the enemy.\n- Attack type. Long range -,手枪? 现在投掷手枪就可以了。\n它像鹰一样向着敌人飞去。\n- 攻击类型. 远距离 -,手槍? 現在投擲手槍就可以了。\n它像鷹一樣向著敵人飛去。\n- 攻擊類型. 遠距離 -
